nome,municipio,telefone,email
JANDIRA PEREIRA PROFA CEI,AVARE,(014) 0000000-0000 / (014) 0003733-9798,MARIA.PROENCA@AVARE.SP.GOV.BR
JOSE FEREZIN PREFEITO EMEF,ARANDU,(014) 0000000-0000 / (014) 0003766-1173,EMEFJOSEFEREZIN@GMAIL.COM
JOSE MARIA PORTO EMEI DA CRECHE,AVARE,(014) 0000000-0000 / (014) 0003733-1946,CEIJOSEMARIAPORTO@AVARE.SP.GOV.BR
JOSE REBOUCAS DE CARVALHO EMEB,AVARE,(014) 0000000-0000 / (014) 0003733-7018,GIOVANI.MERCADANTE@AVARE.SP.GOV.BR
JULIETA BUCHDID CARVALHO PROFESSORA EMEF,IARAS,(014) 0000000-0000 / (014) 0003764-9414,ESCOLAJULIETA@HOTMAIL.COM
JULIETA TRINDADE EVANGELISTA PROFA EM,TAQUARITUBA,(014) 0000000-0000 / (014) 0003762-1029,EM.JULIETATRINDADE@GMAIL.COM
LICINIA DE OLIVEIRA GUAZZELLI PROFA EMEB,AVARE,(014) 0099635-8200 / (014) 0099747-4398,IRANI.GUARDIOLA@AVARE.SP.GOV.BR
LUCIA DE MORAIS CAMARGO ROCHA PROFA EMEF,ITAI,(014) 0003761-1215 / (014) 0003761-2333,EMEFLUCIA@ITAI.SP.GOV.BR
MANECO DIONISIO EMEB,AVARE,(014) 0000000-0000 / (014) 0003733-9001,JACQUELINE.FONSECA@AVARE.SP.GOV.BR
MARIA ARAUJO PINHEIRO PROFA EMEI,ITAI,(000) 0000000-0000 / (000) 0003761-2723,EMEIARAUJO@ITAI.SP.GOV.BR
MARIA DE LOURDES MEDEIROS ROLIM DOS SANTOS PROFA EM,TAQUARITUBA,(014) 0000000-0000 / (014) 0003762-3015,EMMARIADELOURDES@HOTMAIL.COM
MARIA ESTHER DI PASCHOAL EM,TAQUARITUBA,(014) 0003762-3173 / (014) 0099824-7854,EMMARIAESTHER@HOTMAIL.COM
MARIA IZABEL DOMINGUES LEAL CEI,AVARE,(014) 0000000-0000 / (014) 0003733-4522,MARIA.OLIVEIRA@AVARE.SP.GOV.BR
MARIA JOSE FRANCA NOGUEIRA PROFA EMEIEF,CERQUEIRA CESAR,(014) 0000000-0000 / (014) 0003714-1146,ESCOLAMJFNOGUEIRA@YAHOO.COM.BR
MARIA JULIETA ZALOTI PROFESSORA CRECHE,CERQUEIRA CESAR,(014) 0000000-0000 / (014) 0003714-3399,CRECHENOVACERQUEIRA@OUTLOOK.COM
MARIA LUCIA BATISTETTI MARTINS RODRIGUES PROFESSORA CEI,AVARE,(014) 0000000-0000 / (014) 0003733-3442,CACILDA.MARIOTTO@AVARE.SP.GOV.BR
MARIA NAZARETH ABS PIMENTEL PROFA EMEB,AVARE,(014) 0003711-2211 / (014) 0003732-8686,VICENTE.VIEIRA@AVARE.SP.GOV.BR
MARIA THERESA DE OLIVEIRA PICALHO PROFA EMEB,AVARE,(014) 0000000-0000 / (014) 0003733-7017,VANIA.OLIVEIRA@AVARE.SP.GOV.BR
MARIETA ROLIM DE MOURA PROFA EMEI,CERQUEIRA CESAR,(014) 0000000-0000 / (014) 0003714-2381,EMEIMARIETA@HOTMAIL.COM
MAURICIA VILAS BOAS DELAZARI ALVES PROFA CEI,AVARE,(014) 0000000-0000 / (014) 0003733-5363,CEIMAURICIADELAZARI@AVARE.SP.GOV.BR
MIRIAN EPHIGENIA VON ZUBEN PROFA EM,AGUAS DE SANTA BARBARA,(014) 0003765-1446 / (014) 0003765-1542,EDUCACAOASB@GMAIL.COM
MOACYR PARISE CORREIA EMEB,AVARE,(014) 0000000-0000 / (014) 0003733-6688,LUISHENRIQUE.SILVA@AVARE.SP.GOV.BR
MONTEIRO LOBATO CENTRO DE EDUCACAO INFANTIL,ITAI,(014) 0000000-0000 / (014) 0003761-3617,CEIMONTEIRO@ITAI.SP.GOV.BR
NORMA LILIA PEREIRA PROFESSORA EMEB,AVARE,(014) 0000000-0000 / (014) 0003733-4308,NALI.KHAIRALLAH@AVARE.SP.GOV.BR
OLGA GIRARDI DE BRITO PROFA CEI,AVARE,(014) 0000000-0000 / (014) 0003732-7826,CECILIA.REIS@AVARE.SP.GOV.BR
ORLANDO CORTEZ EMEB,AVARE,(014) 0003733-0689 / (014) 0003733-8246,NELCI.SOCORRO@AVARE.SP.GOV.BR
OSCAR DAMIANO EMEI,IARAS,(000) 0000000-0000 / (000) 0003764-9402,EMEIOSCARDAMIANO@HOTMAIL.COM
PAULO APARECIDO SILVERIO EMEF,AGUAS DE SANTA BARBARA,(014) 0000000-0000 / (014) 0003765-1542,EMEFPAULOAPSILVERIO@GMAIL.COM
SAGRADO CORACAO DE JESUS EMEISEF,ARANDU,(014) 0000000-0000 / (014) 0003766-1294,SAGRADOCORACAODEJESUSARANDU@GMAIL.COM
SALIM ANTONIO CURIATI EMEB,AVARE,(014) 0000000-0000 / (014) 0003732-2868,ELAINE.MELLO@AVARE.SP.GOV.BR
SAO BENEDITO CENTRO DE EDUCACAO INFANTIL,AVARE,(014) 0000000-0000 / (014) 0003733-6559,ENDRIGO.NISHIHARA@AVARE.SP.GOV.BR
SEBASTIANA FRANCO DE OLIVEIRA PROFESSORA CRECHE,CERQUEIRA CESAR,(014) 0000000-0000 / (014) 0003714-1700,CRECHE9DEJULHO@OUTLOOK.COM
SULEIDE MARIA DO AMARAL BUENO PROFESSORA EMEB,AVARE,(014) 0000000-0000 / (014) 0003733-4306,ADELIA.PIMENTEL@AVARE.SP.GOV.BR
ULISSES SILVESTRE PROF EMEB,AVARE,(014) 0000000-0000 / (014) 0003731-9665,REGINA.QUINTILIANO@AVARE.SP.GOV.BR
VERA BRISOLA EMEIEF,ARANDU,(014) 0000000-0000 / (014) 0003766-1100,EMEIEFVERABRISOLA@GMAIL.COM
VICTOR LAMPARELLI PROF EMEB,AVARE,(014) 0000000-0000 / (014) 0003732-2342,MARISA.FELIX@AVARE.SP.GOV.BR
VIRGINIA OTTILIA MASCARENHAS DE MORAES PROFA EM,TAQUARITUBA,(014) 0000000-0000 / (014) 0003762-1526,EMVIRMORAES@HOTMAIL.COM
ZAINY ZEQUI DE OLIVEIRA PROFA EMEB,AVARE,(014) 0000000-0000 / (014) 0003733-9099,MARCELI.GUIDO@AVARE.SP.GOV.BR
ZELY MEIRA CACCIOLARI EMEIEF,CERQUEIRA CESAR,(014) 0000000-0000 / (014) 0003714-2400,ESCOLAZELY@HOTMAIL.COM
ABDALA MEHDE REZEK CEMEI,BARRETOS,(017) 0000000-0000 / (017) 0003324-3033,CEMEIABDALA@HOTMAIL.COM
ADERCIA TEIXEIRA GONTIJO FERREIRA PROFA EMEI,COLINA,(017) 0000000-0000 / (017) 0003341-1866,EMEIPROFESSORAADERCIA@HOTMAIL.COM
AFONSO CAMARA FILHO TENENTE CEMEI,BARRETOS,(017) 0000000-0000 / (017) 0003324-3007,CEMEITENENTEAFONSOCAMARA@GMAIL.COM
ANA CARVALHO CASTANHO PROF CEMEI,BARRETOS,(017) 0003324-1022 / (017) 0003612-2333,SSIL65@HOTMAIL.COM
ANA KERULIS SILVEIRA PROFA CEMEI,BARRETOS,(017) 0000000-0000 / (017) 0003325-1002,CEMEIANNAKERULISS0@GMAIL.COM
ANALIA FRANCO EM,BARRETOS,(017) 0000000-0000 / (017) 0003322-1184,EMANALIAFRANCO@HOTMAIL.COM
ANANIAS DO NASCIMENTO EMEF,COLINA,(017) 0000000-0000 / (017) 0003341-2267,EMEFANANIAS@GMAIL.COM
ANTONIO DAHER EMEF,COLINA,(017) 0000000-0000 / (017) 0003341-1557,ESCOLAANTONIODAHER@COLINA.SP.GOV.BR
ANTONIO DALLA COSTA CEMEI,BARRETOS,(017) 0000000-0000 / (017) 0003322-1012,CEMEIANTONIODALLACOSTA@GMAIL.COM
ANTONIO ZUQUIM EMEF,GUARACI,(017) 0003285-9965 / (017) 0003815-1315,EMEFZUQUIM@GMAIL.COM
ARCANJO GABRIEL EMEF,JABORANDI,(017) 0000000-0000 / (017) 0003347-1136,EMEFALEXANDRE@YAHOO.COM.BR
AUREA MENDES PROFA CEMEI,GUAIRA,(017) 0003331-6835 / (017) 0009978-4573,
BRUNO ANTONIO PRADO EMEIEF,COLOMBIA,(000) 0000000-0000 / (000) 0003335-8512,
CARMEM MALDONADO CMEI,SEVERINIA,(017) 0000000-0000 / (017) 0003817-2148,MALDONADOCARMEM@GMAIL.COM
CARMENSITA SONIA LUJAN SCATOLIN CMEI,SEVERINIA,(000) 0000000-0000 / (000) 0003817-2185,CMEICARMENSITASCATOLIN@GMAIL.COM
CARMO SFORCINI EMEI,JABORANDI,(017) 0003347-9941 / (017) 0099101-9570,EMEICARMOSFORCINI@OUTLOOK.COM
CEMEI LUCIA REGINA SCAVACINI,BARRETOS,(017) 0000000-0000 / (017) 0099121-3567,CEMEILUCIAREGINASCAVACINI@GMAIL.COM
CEMEI MARIA APARECIDA GUARNIERI,COLOMBIA,(000) 0000000-0000,
CEMEI PROF VERA LUCIA MONTEIRO PRADO,COLOMBIA,(000) 0000000-0000,
CEMEI PROFA CELIA REGINA AIELO,BARRETOS,(017) 0000000-0000 / (017) 0099116-0578,CEMEIMCOMERCIARIA@GMAIL.COM
CENTRO DE EDUCACAO INFANTIL PROFESSORA ZILDA DE OLIVEIRA,GUAIRA,(000) 0003331-6367 / (000) 0003332-5136,
CHRISTIANO CARVALHO EM,BARRETOS,(017) 0000000-0000 / (017) 0003324-5711,EMCHRISTIANO82@GMAIL.COM
CLEUSA PEREIRA BARRETO CEMEI,BARRETOS,(017) 0000000-0000 / (017) 0003324-1100,ANGEL.MORAIS61@HOTMAIL.COM
CRECHE MUNICIPAL DE EDUCACAO INFANTIL THALES ALVIM BARBOSA,SEVERINIA,(017) 0000000-0000 / (017) 0003817-1291,CMEITHALESALVIMBARBOSA@GMAIL.COM
DIRCE BARROS LELIS DONA CEI,GUAIRA,(000) 0000000-0000 / (000) 0003331-7999,
DORIVAL TEIXEIRA PROF EM,BARRETOS,(017) 0003322-5372 / (017) 0099143-9934,DORIVAL.TEIXEIRA@HOTMAIL.COM
DOROTHOVIO DO NASCIMENTO PROF EM,BARRETOS,(017) 0003323-1119 / (017) 0003325-2051,EMDOROTHOVIO@GMAIL.COM
ELZA MARIA PITA BEZERRA CEMEI,BARRETOS,(017) 0000000-0000 / (017) 0003328-1006,CEMEIELZAPITA@GMAIL.COM
ELZA MARTHA MARTHEIA IRMA CEMEI,BARRETOS,(017) 0000000-0000 / (017) 0003324-4443,CEMEIIRMAELZA@GMAIL.COM
EMEI ANDRE GARCIA,COLINA,(017) 0000000-0000 / (017) 0003341-2211,EMEI.KEILAGARCIA@HOTMAIL.COM
EMEI CLARICE CAMOLESE DAHER,COLINA,(017) 0000000-0000 / (017) 0003341-8612,EMEICLARICEDAHER@HOTMAIL.COM
EMEI PEDRO CARDEAL MAGOSSO,COLINA,(017) 0000000-0000 / (017) 0003341-0525,EMEIPEDROCARDEAL@COLINA.SP.GOV.BR
EMILIA ESCOLA MUNICIPAL DE EDUCACAO BASICA,OLIMPIA,(000) 0000000-0000 / (000) 0003281-8887,EMEB.EMILIA@OLIMPIA.SP.GOV.BR
ESCOLA MUNICIPAL DE EDUCACAO BASICA DONA BENTA,OLIMPIA,(017) 0000000-0000 / (017) 0003279-7750,EMEB.DONABENTA@OLIMPIA.SP.GOV.BR
ESCOLA MUNICIPAL DE EDUCACAO BASICA TIO BARNABE,OLIMPIA,(017) 0000000-0000 / (017) 0003280-4017,EMEB.TIOBARNABE@OLIMPIA.SP.GOV.BR
ESCOLA MUNICIPAL DE PERIODO INTEGRAL E COMPLEMENTAR PROFESSORA ROSICLEIA DE O CONCEICAO CORREA,GUARACI,(017) 0000000-0000 / (017) 0003815-9967,ESPACOAMIGO2012@HOTMAIL.COM
ESMERALDA DUARTE DA SILVA EM,SEVERINIA,(017) 0003817-1283 / (017) 0003817-1486,EM_ESMERALDADUARTE@HOTMAIL.COM
ESMERALDA DUARTE RIBEIRO CMEI,SEVERINIA,(017) 0000000-0000 / (017) 0003817-1478,ESMERALDA2015_RIBEIRO@HOTMAIL.COM
EUGENIO ZACCARELLI PROF EMEB,OLIMPIA,(017) 0000000-0000 / (017) 0003280-6186,EMEB.EUGENIO@OLIMPIA.SP.GOV.BR
EUNISSE ESPERANCINE MOREIRA PROFA CEMEI,GUAIRA,(017) 0003332-0685 / (017) 0009978-4536,
EVA MARIA MACHADO PARADA PROFA CEI,GUARACI,(017) 0000000-0000 / (017) 0003285-9963,CEIGUARACI2009@YAHOO.COM.BR
FAUSTO LEX PROF EM,BARRETOS,(017) 0000000-0000 / (017) 0003322-7446,EM.FAUSTOLEX@HOTMAIL.COM
FERNANDA TEIXEIRA DE ALMEIDA CEMEI,BARRETOS,(017) 0000000-0000 / (017) 0003324-5088,CEMEISUHAILA@HOTMAIL.COM
FRANCISCA LUZIA DE AVELAR CEMEI DONA CHIQUINHA,COLOMBIA,(017) 0003335-1114 / (017) 0003335-8526,CEMEI.FRACISCA2@GMAIL.COM
FRANCISCO CORREA EMR,BARRETOS,(017) 0000000-0000 / (017) 0099758-3059,EMPROF.LACYBONILHADESOUZA@GMAIL.COM
FRANCISCO GOMES DE SOUZA EMEF,GUAIRA,(017) 0000000-0000 / (017) 0003331-2928,FGOMESSOUZA20@GMAIL.COM
GIL ALEXANDRE BORGES EMEF,COLOMBIA,(017) 0000000-0000 / (017) 0003359-9649,
GIUSEPPE CARNIMEO PROF EM,BARRETOS,(017) 0000000-0000 / (017) 0003323-1161,ESCOLAMUNICIPALGCARNIMEO@GMAIL.COM
HELENA COVELLO PROFA EMEB,OLIMPIA,(017) 0000000-0000 / (017) 0003281-6067,EMEB.HELENA@OLIMPIA.SP.GOV.BR
HENRIQUE ERNESTO PARO EMEF,COLINA,(000) 0000000-0000 / (000) 0003341-3525,EMEFHENRIQUEERNESTOPARO@GMAIL.COM
HUMBERTO MINARE CEMEI,BARRETOS,(017) 0000000-0000 / (017) 0003324-1171,CEMEI.HUMBERTOMINARE@HOTMAIL.COM
IRMA TEREZA SOARES PROFA EMEB,OLIMPIA,(017) 0000000-0000 / (017) 0003280-6566,EMEB.IRMA@OLIMPIA.SP.GOV.BR
IZADORA BEVILACQUA DE SOUZA MERENDA CEMEI,BARRETOS,(017) 0000000-0000 / (017) 0003325-1817,CEMEIIZADORA@HOTMAIL.COM
JARDIM HELIO CAZARINI EMEB,OLIMPIA,(017) 0000000-0000 / (017) 0003279-7569,EMEB.HELIO@OLIMPIA.SP.GOV.BR
JOAO BARONI EM,BARRETOS,(000) 0000000-0000 / (000) 0003322-8196,EM.JOAOBARONI@HOTMAIL.COM
JOAO CAMACHO EM,SEVERINIA,(017) 0000000-0000 / (017) 0003817-1412,EMJOAOCAMACHO@HOTMAIL.COM
JOAO FERREIRA LOPES DR EM,BARRETOS,(017) 0000000-0000 / (017) 0003324-4599,
JOAQUIM MIGUEL DOS SANTOS EMEB,OLIMPIA,(017) 0000000-0000 / (017) 0003281-1903,EMEB.JMIGUEL@OLIMPIA.SP.GOV.BR
JOSE ANGELO DE SOUZA VEREADOR EMEI,COLINA,(017) 0000000-0000 / (017) 0003341-8003,EMEIVEREADORJOSEANGELO@HOTMAIL.COM
JOSE PEREIRA NEVES CEMEI,BARRETOS,(017) 0000000-0000 / (017) 0003324-2933,CEMEIJPN_SAOBENTO@HOTMAIL.COM
JOSE SANTANNA PROFESSOR EMEB,OLIMPIA,(017) 0000000-0000 / (017) 0003284-1200,EMEB.JOSESANTANA@OLIMPIA.SP.GOV.BR
JOSE SEBASTIAO DOMINGOS CEMEI,BARRETOS,(017) 0000000-0000 / (017) 0098161-0893,VIDANOVACEMEI@GMAIL.COM
JOSE SEVERINO DE ALMEIDA EM,SEVERINIA,(017) 0000000-0000 / (017) 0003817-1223,EM_JOSESEVERINO@HOTMAIL.COM
JOSE VENANCIO DIAS CORONEL EMEF,COLINA,(017) 0000000-0000 / (017) 0003341-1355,ESCOLAVENANCIO@COLINA.SP.GOV.BR
JOSEFINA RAWAGNANI CALIGARIS DONA CEI,GUAIRA,(000) 0000000-0000 / (000) 0003331-5294,
JUNTO COMPLEXO SOCIAL EDUCACIONAL AMADOR A QUEIROZ CEMEI,BARRETOS,(017) 0000000-0000 / (017) 0003325-8115,CEMEIAMADOR380@GMAIL.COM
LAMOUNIER DE ANDRADE EMEF,COLINA,(017) 0003341-1146 / (017) 0003341-1303,E_LAMOUNIER@HOTMAIL.COM
LEODETE SILVERIO JOI EM,BARRETOS,(017) 0003324-3366 / (017) 0099147-6427,LEODETESILVERIOJOI@HOTMAIL.COM
LOURICE ARUTIN SGORLON PROFA EMEB,OLIMPIA,(000) 0000000-0000 / (000) 0003279-7443,EMEB.LOURICE@OLIMPIA.SP.GOV.BR
LUIGI VITALE FREI PAULINO EMEF,SEVERINIA,(017) 0000000-0000 / (017) 0003817-1407,EMEF_FREIPAULINO@HOTMAIL.COM
LUIS SPINA DR CEMEI,BARRETOS,(017) 0000000-0000 / (017) 0003323-4356,JUSSARATMELQUIADES@HOTMAIL.COM
LUIZ ALVES PEREIRA CEMEI,COLOMBIA,(000) 0000000-0000 / (000) 0003359-9649,
LUIZ CASTANHO FILHO PROF EM,BARRETOS,(017) 0000000-0000 / (017) 0003612-2342,EMPROFLUIZCASTANHO@HOTMAIL.COM
LUIZ PARO NETO PROF CEMEI,BARRETOS,(017) 0000000-0000 / (017) 0003324-2555,CEMEILUIZPARONETO@GMAIL.COM
LUIZA PARASSU BORGES EM,BARRETOS,(017) 0000000-0000 / (017) 0003324-2227,EM.LUIZAPARASSUBORGES@HOTMAIL.COM
LUIZA SENO DE OLIVEIRA DONA EMEB,OLIMPIA,(017) 0000000-0000 / (017) 0003281-6297,EMEB.LUIZASENO@OLIMPIA.SP.GOV.BR
LUPERCIO POLIZELLI VEREADOR EMEI,COLINA,(017) 0000000-0000 / (017) 0003341-4382,LUPERCIOPOLIZELLI@HOTMAIL.COM
LUZIA COSTA FERNANDES CEMEI,BARRETOS,(017) 0000000-0000 / (017) 0003324-4733,CRISTIANPASSARELI@HOTMAIL.COM
MACAO NOZAKI EMEF,COLOMBIA,(017) 0003335-1938 / (017) 0003335-8524,EMEF.MACAONOZAKI@GMAIL.COM
MANOEL MALDONADO ESCOLA CLINICA MUNICIPAL,SEVERINIA,(017) 0000000-0000 / (017) 0003817-1291,CEAPECENTROEDUCACIONAL@HOTMAIL.COM
MARIA ALVES BARCELLOS DE OLIVEIRA PROFA EM,BARRETOS,(017) 0000000-0000 / (017) 0099139-2857,EMMARIAALVES@HOTMAIL.COM
MARIA APARECIDA ZANETTE DE CAMARGO EMEI,COLINA,(017) 0000000-0000 / (017) 0003341-4646,EMEISANTALUCIA@HOTMAIL.COM
MARIA AUXILIADORA APARECIDA RIBEIRO FORESTO PROFA CEI,GUARACI,(017) 0000000-0000 / (017) 0003285-9962,CEI.MARIAAUXILIADORA@HOTMAIL.COM
MARIA BAPTISTA DE CASTRO PROFESSORA EMEF,ALTAIR,(017) 0000000-0000,EDUCACAO@ALTAIR.SP.GOV.BR
MARIA DE QUADROS DO PRADO CRECHE MUNICIPAL,ALTAIR,(017) 0000000-0000,
MARIA FERNANDES RODRIGUES CEMEI,BARRETOS,(017) 0000000-0000 / (017) 0003325-4056,CEMEIMARIAFERNANDES@HOTMAIL.COM
MARIA LUIZA TOLEDO GUARNIERI EMEI,COLINA,(000) 0000000-0000 / (000) 0003341-3320,VILAFABRI@HOTMAIL.COM
MARIA PEREIRA CATARINO CEMEI,BARRETOS,(017) 0000000-0000 / (017) 0099186-3546,CEMEIMPCATARINO@GMAIL.COM
MARIO LANO PADRE EMEF,GUAIRA,(017) 0003331-7093 / (017) 0003331-9495,EMEFPADREMARIOLANO@GMAIL.COM
MARLENE CARBONI PEREIRA PROFA EM,BARRETOS,(017) 0000000-0000 / (017) 0003324-4977,MCARBONIP@GMAIL.COM
MARQUES DE RABICO EMEB,OLIMPIA,(017) 0000000-0000 / (017) 0003280-6576,EMEB.RABICO@OLIMPIA.SP.GOV.BR
MATILDE GITAY DE MELLO EM,BARRETOS,(017) 0000000-0000 / (017) 0003325-7033,DIRECAOEMMATILDEGITAY@GMAIL.COM
MAURICIO CESAR ALVES PEREIRA PROF EMEB,OLIMPIA,(017) 0003280-5197 / (017) 0003281-4555,EMEB.MAURICIO@OLIMPIA.SP.GOV.BR
MERCIA JULIA BARBOSA VELHO PROFA EMEB,GUARACI,(017) 0000000-0000 / (017) 0003815-1408,EMEB.MERCIAJULIA@HOTMAIL.COM
MOACIR GARCIA PRADO PROF CEMEI,GUAIRA,(017) 0003331-5790 / (017) 0009978-4572,
MONSENHOR ARCHIMEDES GAI  PADRE GAI CEMEI,BARRETOS,(017) 0000000-0000 / (017) 0003324-4995,CEMEIRIOS@HOTMAIL.COM
NARIZINHO EMEB,OLIMPIA,(017) 0000000-0000 / (017) 0003281-6407,EMEB.NARIZINHO@OLIMPIA.SP.GOV.BR
NAYDE TOJEIRA ROMERO PROFA EMEI,GUARACI,(017) 0000000-0000 / (017) 0003815-1883,ROMERO_NAYDE@YAHOO.COM.BR
NEIDE EMILIA CARDOSO FOGACA PROFESSORA CEMEI,JABORANDI,(000) 0000000-0000 / (000) 0003347-9924,CEMEIJABORANDI01@HOTMAIL.COM
NERYLDE GOMES SILVA GARCIA PROFA CEMEI,GUAIRA,(000) 0003332-0571 / (000) 0009978-4564,
NEUZA MARCAL VIEIRA PROFA EMEF,COLOMBIA,(017) 0003335-0010 / (017) 0003335-1938,
NILCE FUGIO AKASHI CENTRO DE ENSINO INFANTIL,GUAIRA,(000) 0000000-0000 / (000) 0003331-9777,
NILZA DOMINGUES KFOURI CMEI,SEVERINIA,(017) 0000000-0000 / (017) 0003817-2184,EMEI_NILZAKFOURI@HOTMAIL.COM
NOSSA SENHORA DO CARMO CRECHE MUNICIPAL,COLOMBIA,(017) 0000000-0000 / (017) 0003335-8526,
OLAVIO LOPES CEMEI,BARRETOS,(017) 0000000-0000 / (017) 0003325-2200,CEMEIOLAVIO.LOPES@HOTMAIL.COM
OLGA ABDALA JABBOUR CEI,GUAIRA,(000) 0000000-0000 / (000) 0003331-5436,
OLGA ABI RACHID MORAES PROFA EM,BARRETOS,(017) 0000000-0000 / (017) 0003325-7044,EMOLGA@BARRETOS.SP.GOV.BR
OLINTO JUNQUEIRA DE OLIVEIRA EMEF,JABORANDI,(017) 0000000-0000 / (017) 0003347-9923,EMEFOLINTO@YAHOO.COM.BR
ORIVAL LEITE DE MATOS EM,BARRETOS,(017) 0000000-0000 / (017) 0003325-7021,EMORIVALLEITEDEMATTOS@HOTMAIL.COM
ORIVAL LEITE DE MATOS PROF CEMEI,BARRETOS,(017) 0000000-0000 / (017) 0003325-3677,CEMEIORIVAL@GMAIL.COM
PAULO BELMIRO FERREIRA CEMEI,BARRETOS,(017) 0000000-0000 / (017) 0003322-1034,CEMEIPAULOBELMIROF@HOTMAIL.COM
PEDRINHO EMEB,OLIMPIA,(017) 0000000-0000 / (017) 0003281-5150,EMEB.PEDRINHO@OLIMPIA.SP.GOV.BR
REINALDO ZANIN PROF EMEB,OLIMPIA,(017) 0000000-0000 / (017) 0003279-7035,EMEB.REINALDO@OLIMPIA.SP.GOV.BR
RENEE MARTINS TANURI EMEI,SEVERINIA,(017) 0000000-0000 / (017) 0003817-1478,EMEI_RENEE@HOTMAIL.COM
RITA DIAS FERRAZ BATISTA PROFA PEM,ALTAIR,(017) 0000000-0000,
ROBSON ROSALINO DA SILVEIRA CEMEI,BARRETOS,(017) 0000000-0000 / (017) 0003322-9035,CEMEIROBSONROSALINODASILVEIRA@GMAIL.COM
ROSA DE SANTIS RIBEIRO PROFA CEMEI,BARRETOS,(017) 0000000-0000 / (017) 0003322-1351,CEMEIROSA@GMAIL.COM
ROTARY CLUB DA VILA MARILIA EM,BARRETOS,(017) 0000000-0000 / (017) 0003324-3999,EM_ROTARYCLUB@HOTMAIL.COM
SAGRADOS CORACOES EM,BARRETOS,(017) 0000000-0000 / (017) 0003322-1879,EMSAGRADOS@GMAIL.COM
SANTA DO PRADO MAXIMIANO DONA SANTINHA EMEF,COLOMBIA,(000) 0000000-0000 / (000) 0003335-1938,
SANTO SENO EMEB,OLIMPIA,(017) 0000000-0000 / (017) 0003281-1302,EMEB.SANTOSENO@OLIMPIA.SP.GOV.BR
SAO FRANCISCO DE ASSIS ESCOLA TECNICA AGROPECUARIA MUNICIPAL,COLINA,(017) 0000000-0000 / (017) 0003341-2319,ESCOLAAGROPECUARIA@COLINA.SP.GOV.BR
SAO FRANCISCO EM,BARRETOS,(017) 0003323-5812 / (017) 0099112-0298,EMSAOFRANCISCO@GMAIL.COM
SEBASTIANA NICEZIO DE CARVALHO CEMEI,BARRETOS,(017) 0000000-0000 / (017) 0098805-8160,CEMEISEBASTIANANICEZIO@GMAIL.COM
SEVERINA DOMINGUES EMEI,SEVERINIA,(017) 0000000-0000 / (017) 0003817-2186,EMEISEVERINADOMINGUES@OUTLOOK.COM
